Timestamp(ms),Current(uA),D0-D7
1032.07,14481.882,00000000
1032.08,14245.006,00000000
1032.09,14197.667,00000000
1032.1,14103.027,00000000
1032.11,14103.027,00000000
1032.12,14008.437,00000000
1032.13,14150.341,00000000
1032.14,14150.341,00000000
1032.15,14055.726,00000000
1032.16,13819.402,00000000
1032.17,14055.726,00000000
1032.18,14292.356,00000000
1032.19,14245.006,00000000
1032.2,14150.341,00000000
1032.21,14150.341,00000000
1032.22,14008.437,00000000
1032.23,13913.895,00000000
1032.24,13866.643,00000000
1032.25,14197.667,00000000
1032.26,14339.720,00000000
1032.27,14529.294,00000000
1032.28,14197.667,00000000
1032.29,14245.006,00000000
1032.3,13913.895,00000000
1032.31,14055.726,00000000
1032.32,14245.006,00000000
1032.33,14103.027,00000000
1032.34,14245.006,00000000
1032.35,14055.726,00000000
1032.36,14008.437,00000000
1032.37,13819.402,00000000
1032.38,13913.895,00000000
1032.39,14150.341,00000000
1032.4,14150.341,00000000
1032.41,14150.341,00000000
1032.42,14103.027,00000000
1032.43,14055.726,00000000
1032.44,14103.027,00000000
1032.45,14103.027,00000000
1032.46,14103.027,00000000
1032.47,14292.356,00000000
1032.48,14103.027,00000000
1032.49,14245.006,00000000
1032.5,14150.341,00000000
1032.51,13866.643,00000000
1032.52,14008.437,00000000
1032.53,14150.341,00000000
1032.54,14339.720,00000000
1032.55,14150.341,00000000
1032.56,14197.667,00000000
1032.57,13961.159,00000000
1032.58,14055.726,00000000
1032.59,14055.726,00000000
1032.6,14008.437,00000000
1032.61,13961.159,00000000
1032.62,14008.437,00000000
1032.63,14150.341,00000000
1032.64,14055.726,00000000
1032.65,13961.159,00000000
1032.66,14339.720,00000000
1032.67,14387.095,00000000
1032.68,14150.341,00000000
1032.69,14150.341,00000000
1032.7,13819.402,00000000
1032.71,14008.437,00000000
1032.72,14008.437,00000000
1032.73,14197.667,00000000
1032.74,14103.027,00000000
1032.75,14245.006,00000000
1032.76,14008.437,00000000
1032.77,14197.667,00000000
1032.78,14197.667,00000000
1032.79,13961.159,00000000
1032.8,14103.027,00000000
1032.81,14103.027,00000000
1032.82,14150.341,00000000
1032.83,14292.356,00000000
1032.84,14103.027,00000000
1032.85,14103.027,00000000
1032.86,13913.895,00000000
1032.87,14245.006,00000000
1032.88,14292.356,00000000
1032.89,14245.006,00000000
1032.9,14245.006,00000000
1032.91,14197.667,00000000
1032.92,14197.667,00000000
1032.93,14339.720,00000000
1032.94,14292.356,00000000
1032.95,14150.341,00000000
1032.96,14055.726,00000000
1032.97,14197.667,00000000
1032.98,14055.726,00000000
1032.99,14103.027,00000000
1033,14245.006,00000000
1033.01,14245.006,00000000
1033.02,14055.726,00000000
1033.03,14055.726,00000000
1033.04,14292.356,00000000
1033.05,14292.356,00000000
1033.06,14008.437,00000000
1033.07,13866.643,00000000
1033.08,13772.175,00000000
1033.09,14055.726,00000000
1033.1,14055.726,00000000
1033.11,14055.726,00000000
1033.12,14245.006,00000000
1033.13,14292.356,00000000
1033.14,14103.027,00000000
1033.15,14008.437,00000000
1033.16,14150.341,00000000
1033.17,14434.482,00000000
1033.18,14197.667,00000000
1033.19,14481.882,00000000
1033.2,14245.006,00000000
1033.21,14150.341,00000000
1033.22,13961.159,00000000
1033.23,14387.095,00000000
1033.24,14292.356,00000000
1033.25,14150.341,00000000
1033.26,13961.159,00000000
1033.27,14055.726,00000000
1033.28,13961.159,00000000
1033.29,14150.341,00000000
1033.3,14197.667,00000000
1033.31,14103.027,00000000
1033.32,14103.027,00000000
1033.33,14197.667,00000000
1033.34,14197.667,00000000
1033.35,14103.027,00000000
1033.36,13866.643,00000000
1033.37,13913.895,00000000
1033.38,14055.726,00000000
1033.39,14103.027,00000000
1033.4,14245.006,00000000
1033.41,14197.667,00000000
1033.42,14197.667,00000000
1033.43,14150.341,00000000
1033.44,14245.006,00000000
1033.45,14197.667,00000000
1033.46,14055.726,00000000
1033.47,14008.437,00000000
1033.48,13913.895,00000000
1033.49,14055.726,00000000
1033.5,14245.006,00000000
1033.51,14245.006,00000000
1033.52,14387.095,00000000
1033.53,14197.667,00000000
1033.54,14150.341,00000000
1033.55,13913.895,00000000
1033.56,14055.726,00000000
1033.57,14292.356,00000000
1033.58,14245.006,00000000
1033.59,14103.027,00000000
1033.6,14103.027,00000000
1033.61,14008.437,00000000
1033.62,14055.726,00000000
1033.63,14197.667,00000000
1033.64,14103.027,00000000
1033.65,14103.027,00000000
1033.66,14292.356,00000000
1033.67,14339.720,00000000
1033.68,13961.159,00000000
1033.69,13961.159,00000000
1033.7,14150.341,00000000
1033.71,14434.482,00000000
1033.72,14055.726,00000000
1033.73,14008.437,00000000
1033.74,14292.356,00000000
1033.75,14339.720,00000000
1033.76,14245.006,00000000
1033.77,14008.437,00000000
1033.78,13866.643,00000000
1033.79,14008.437,00000000
1033.8,14055.726,00000000
1033.81,13961.159,00000000
1033.82,14055.726,00000000
1033.83,14008.437,00000000
1033.84,14055.726,00000000
1033.85,14055.726,00000000
1033.86,14245.006,00000000
1033.87,14055.726,00000000
1033.88,14197.667,00000000
1033.89,14339.720,00000000
1033.9,14197.667,00000000
1033.91,14339.720,00000000
1033.92,14055.726,00000000
1033.93,13772.175,00000000
1033.94,14055.726,00000000
1033.95,14197.667,00000000
1033.96,13913.895,00000000
1033.97,14197.667,00000000
1033.98,14008.437,00000000
1033.99,14008.437,00000000
1034,14008.437,00000000
1034.01,14150.341,00000000
1034.02,14197.667,00000000
1034.03,14103.027,00000000
1034.04,13913.895,00000000
1034.05,13961.159,00000000
1034.06,14197.667,00000000
1034.07,14103.027,00000000
1034.08,14103.027,00000000
1034.09,14055.726,00000000
1034.1,14245.006,00000000
1034.11,14055.726,00000000
1034.12,14197.667,00000000
1034.13,14292.356,00000000
1034.14,14434.482,00000000
1034.15,13961.159,00000000
1034.16,14008.437,00000000
1034.17,14055.726,00000000
1034.18,14008.437,00000000
1034.19,14008.437,00000000
1034.2,14150.341,00000000
1034.21,14245.006,00000000
1034.22,14150.341,00000000
1034.23,14055.726,00000000
1034.24,14008.437,00000000
1034.25,14197.667,00000000
1034.26,14008.437,00000000
1034.27,14150.341,00000000
1034.28,14055.726,00000000
1034.29,14150.341,00000000
1034.3,13961.159,00000000
1034.31,14055.726,00000000
1034.32,14197.667,00000000
1034.33,14529.294,00000000
1034.34,14339.720,00000000
1034.35,14055.726,00000000
1034.36,14245.006,00000000
1034.37,14103.027,00000000
1034.38,14103.027,00000000
1034.39,14197.667,00000000
1034.4,14150.341,00000000
1034.41,13961.159,00000000
1034.42,14008.437,00000000
1034.43,14245.006,00000000
1034.44,14387.095,00000000
1034.45,14150.341,00000000
1034.46,14150.341,00000000
1034.47,14055.726,00000000
1034.48,13913.895,00000000
1034.49,14055.726,00000000
1034.5,14245.006,00000000
1034.51,14339.720,00000000
1034.52,14292.356,00000000
1034.53,14245.006,00000000
1034.54,14008.437,00000000
1034.55,14008.437,00000000
1034.56,14055.726,00000000
1034.57,13961.159,00000000
1034.58,14150.341,00000000
1034.59,14150.341,00000000
1034.6,14339.720,00000000
1034.61,14103.027,00000000
1034.62,13772.175,00000000
1034.63,13961.159,00000000
1034.64,14197.667,00000000
1034.65,14150.341,00000000
1034.66,13961.159,00000000
1034.67,13961.159,00000000
1034.68,14245.006,00000000
1034.69,14434.482,00000000
1034.7,14150.341,00000000
1034.71,14150.341,00000000
1034.72,14150.341,00000000
1034.73,14150.341,00000000
1034.74,13961.159,00000000
1034.75,14008.437,00000000
1034.76,13819.402,00000000
1034.77,14103.027,00000000
1034.78,14245.006,00000000
1034.79,14292.356,00000000
1034.8,14245.006,00000000
1034.81,14103.027,00000000
1034.82,14055.726,00000000
1034.83,14103.027,00000000
1034.84,14008.437,00000000
1034.85,14055.726,00000000
1034.86,13961.159,00000000
1034.87,14387.095,00000000
1034.88,15718.594,00000000
1034.89,17348.367,00000000
1034.9,17492.854,00000000
1034.91,16483.775,00000000
1034.92,15575.472,00000000
1034.93,15004.092,00000000
1034.94,14529.294,00000000
1034.95,14245.006,00000000
1034.96,13961.159,00000000
1034.97,14150.341,00000000
1034.98,14103.027,00000000
1034.99,14150.341,00000000
1035,14103.027,00000000
1035.01,14103.027,00000000
1035.02,14197.667,00000000
1035.03,14292.356,00000000
1035.04,14339.720,00000000
1035.05,14197.667,00000000
1035.06,14197.667,00000000
1035.07,14245.006,00000000
1035.08,14008.437,00000000
1035.09,13913.895,00000000
1035.1,14055.726,00000000
1035.11,14150.341,00000000
1035.12,14150.341,00000000
1035.13,14055.726,00000000
1035.14,13913.895,00000000
1035.15,13961.159,00000000
1035.16,14008.437,00000000
1035.17,14008.437,00000000
1035.18,14150.341,00000000
1035.19,14671.604,00000000
1035.2,14245.006,00000000
1035.21,14103.027,00000000
1035.22,13913.895,00000000
1035.23,13913.895,00000000
1035.24,14245.006,00000000
1035.25,14245.006,00000000
1035.26,14055.726,00000000
1035.27,14434.482,00000000
1035.28,14387.095,00000000
1035.29,14103.027,00000000
1035.3,14008.437,00000000
1035.31,14245.006,00000000
1035.32,14245.006,00000000
1035.33,14008.437,00000000
1035.34,14055.726,00000000
1035.35,13913.895,00000000
1035.36,14008.437,00000000
1035.37,14055.726,00000000
1035.38,14245.006,00000000
1035.39,14292.356,00000000
1035.4,14245.006,00000000
1035.41,14055.726,00000000
1035.42,14008.437,00000000
1035.43,14008.437,00000000
1035.44,14008.437,00000000
1035.45,13913.895,00000000
1035.46,14245.006,00000000
1035.47,14197.667,00000000
1035.48,14197.667,00000000
1035.49,14245.006,00000000
1035.5,14103.027,00000000
1035.51,14103.027,00000000
1035.52,14055.726,00000000
1035.53,14150.341,00000000
1035.54,14103.027,00000000
1035.55,13961.159,00000000
1035.56,14008.437,00000000
1035.57,13961.159,00000000
1035.58,13961.159,00000000
1035.59,13913.895,00000000
1035.6,13961.159,00000000
1035.61,14245.006,00000000
1035.62,14197.667,00000000
1035.63,13866.643,00000000
1035.64,13961.159,00000000
1035.65,13913.895,00000000
1035.66,13866.643,00000000
1035.67,14245.006,00000000
1035.68,14481.882,00000000
1035.69,14481.882,00000000
1035.7,14103.027,00000000
1035.71,13866.643,00000000
1035.72,13913.895,00000000
1035.73,14103.027,00000000
1035.74,14197.667,00000000
1035.75,14245.006,00000000
1035.76,14055.726,00000000
1035.77,14292.356,00000000
1035.78,14292.356,00000000
1035.79,14339.720,00000000
1035.8,14150.341,00000000
1035.81,13913.895,00000000
1035.82,13819.402,00000000
1035.83,14103.027,00000000
1035.84,14434.482,00000000
1035.85,14197.667,00000000
1035.86,14103.027,00000000
1035.87,14103.027,00000000
1035.88,14103.027,00000000
1035.89,14150.341,00000000
1035.9,14103.027,00000000
1035.91,14150.341,00000000
1035.92,14008.437,00000000
1035.93,14103.027,00000000
1035.94,14008.437,00000000
1035.95,14008.437,00000000
1035.96,14103.027,00000000
1035.97,14055.726,00000000
1035.98,13913.895,00000000
1035.99,14339.720,00000000
1036,14197.667,00000000
1036.01,14197.667,00000000
1036.02,14103.027,00000000
1036.03,14197.667,00000000
1036.04,13913.895,00000000
1036.05,14245.006,00000000
1036.06,14055.726,00000000
1036.07,14292.356,00000000
1036.08,13819.402,00000000
1036.09,14197.667,00000000
1036.1,14245.006,00000000
1036.11,14197.667,00000000
1036.12,14103.027,00000000
1036.13,14103.027,00000000
1036.14,14245.006,00000000
1036.15,14292.356,00000000
1036.16,14103.027,00000000
1036.17,14008.437,00000000
1036.18,14055.726,00000000
1036.19,14055.726,00000000
1036.2,14245.006,00000000
1036.21,14150.341,00000000
1036.22,14292.356,00000000
1036.23,14055.726,00000000
1036.24,14055.726,00000000
1036.25,14008.437,00000000
1036.26,14055.726,00000000
1036.27,14103.027,00000000
1036.28,14008.437,00000000
1036.29,14103.027,00000000
1036.3,14103.027,00000000
1036.31,14150.341,00000000
1036.32,14150.341,00000000
1036.33,14103.027,00000000
1036.34,14055.726,00000000
1036.35,14008.437,00000000
1036.36,14245.006,00000000
1036.37,14150.341,00000000
1036.38,14150.341,00000000
1036.39,14245.006,00000000
1036.4,14245.006,00000000
1036.41,14197.667,00000000
1036.42,14008.437,00000000
1036.43,14245.006,00000000
1036.44,14103.027,00000000
1036.45,13961.159,00000000
1036.46,14103.027,00000000
1036.47,14197.667,00000000
1036.48,14150.341,00000000
1036.49,14055.726,00000000
1036.5,13913.895,00000000
1036.51,14150.341,00000000
1036.52,14292.356,00000000
1036.53,14055.726,00000000
1036.54,13961.159,00000000
1036.55,14150.341,00000000
1036.56,14103.027,00000000
1036.57,14245.006,00000000
1036.58,14103.027,00000000
1036.59,14008.437,00000000
1036.6,14055.726,00000000
1036.61,14055.726,00000000
1036.62,14103.027,00000000
1036.63,14292.356,00000000
1036.64,14103.027,00000000
1036.65,13866.643,00000000
1036.66,14055.726,00000000
1036.67,14150.341,00000000
1036.68,14150.341,00000000
1036.69,14197.667,00000000
1036.7,14008.437,00000000
1036.71,14055.726,00000000
1036.72,13961.159,00000000
1036.73,14197.667,00000000
1036.74,14245.006,00000000
1036.75,14292.356,00000000
1036.76,14055.726,00000000
1036.77,14292.356,00000000
1036.78,14197.667,00000000
1036.79,14197.667,00000000
1036.8,14008.437,00000000
1036.81,14055.726,00000000
1036.82,14055.726,00000000
1036.83,13913.895,00000000
1036.84,13913.895,00000000
1036.85,14055.726,00000000
1036.86,14055.726,00000000
1036.87,14197.667,00000000
1036.88,14150.341,00000000
1036.89,14150.341,00000000
1036.9,14197.667,00000000
1036.91,14197.667,00000000
1036.92,14008.437,00000000
1036.93,14055.726,00000000
1036.94,14008.437,00000000
1036.95,14055.726,00000000
1036.96,14197.667,00000000
1036.97,14150.341,00000000
1036.98,14292.356,00000000
1036.99,14339.720,00000000
1037,14245.006,00000000
1037.01,14245.006,00000000
1037.02,13819.402,00000000
1037.03,14103.027,00000000
1037.04,14055.726,00000000
1037.05,14197.667,00000000
1037.06,14103.027,00000000
1037.07,14103.027,00000000
1037.08,14197.667,00000000
1037.09,14197.667,00000000
1037.1,14055.726,00000000
1037.11,14103.027,00000000
1037.12,13866.643,00000000
1037.13,14008.437,00000000
1037.14,14150.341,00000000
1037.15,14103.027,00000000
1037.16,14055.726,00000000
1037.17,14008.437,00000000
1037.18,14008.437,00000000
1037.19,14197.667,00000000
1037.2,14150.341,00000000
1037.21,14150.341,00000000
1037.22,13913.895,00000000
1037.23,14150.341,00000000
1037.24,14197.667,00000000
1037.25,14055.726,00000000
1037.26,13961.159,00000000
1037.27,14008.437,00000000
1037.28,14150.341,00000000
1037.29,14245.006,00000000
1037.3,14008.437,00000000
1037.31,14055.726,00000000
1037.32,13961.159,00000000
1037.33,14008.437,00000000
1037.34,13961.159,00000000
1037.35,14055.726,00000000
1037.36,14150.341,00000000
1037.37,14150.341,00000000
1037.38,14150.341,00000000
1037.39,14387.095,00000000
1037.4,14339.720,00000000
1037.41,14150.341,00000000
1037.42,14008.437,00000000
1037.43,14103.027,00000000
1037.44,14245.006,00000000
1037.45,14103.027,00000000
1037.46,14150.341,00000000
1037.47,14103.027,00000000
1037.48,14055.726,00000000
1037.49,14008.437,00000000
1037.5,14055.726,00000000
1037.51,14245.006,00000000
1037.52,14339.720,00000000
1037.53,14245.006,00000000
1037.54,14008.437,00000000
1037.55,14103.027,00000000
1037.56,14103.027,00000000
1037.57,14055.726,00000000
1037.58,14055.726,00000000
1037.59,14055.726,00000000
1037.6,14103.027,00000000
1037.61,14387.095,00000000
1037.62,14197.667,00000000
1037.63,14245.006,00000000
1037.64,14055.726,00000000
1037.65,14103.027,00000000
1037.66,13819.402,00000000
1037.67,14150.341,00000000
1037.68,14197.667,00000000
1037.69,14434.482,00000000
1037.7,14197.667,00000000
1037.71,14150.341,00000000
1037.72,14055.726,00000000
1037.73,13866.643,00000000
1037.74,13913.895,00000000
1037.75,14292.356,00000000
1037.76,14150.341,00000000
1037.77,14245.006,00000000
1037.78,14197.667,00000000
1037.79,14245.006,00000000
1037.8,14292.356,00000000
1037.81,14103.027,00000000
1037.82,13866.643,00000000
1037.83,13913.895,00000000
1037.84,14150.341,00000000
1037.85,14150.341,00000000
1037.86,14103.027,00000000
1037.87,14339.720,00000000
1037.88,14150.341,00000000
1037.89,14197.667,00000000
1037.9,14339.720,00000000
1037.91,14103.027,00000000
1037.92,14150.341,00000000
1037.93,13913.895,00000000
1037.94,14150.341,00000000
1037.95,14150.341,00000000
1037.96,14245.006,00000000
1037.97,14245.006,00000000
1037.98,14245.006,00000000
1037.99,13819.402,00000000
1038,13866.643,00000000
1038.01,14150.341,00000000
1038.02,14197.667,00000000
1038.03,14150.341,00000000
1038.04,14150.341,00000000
1038.05,14150.341,00000000
1038.06,14150.341,00000000
1038.07,14197.667,00000000
1038.08,14197.667,00000000
1038.09,13866.643,00000000
1038.1,14150.341,00000000
1038.11,13913.895,00000000
1038.12,14197.667,00000000
1038.13,14245.006,00000000
1038.14,14008.437,00000000
1038.15,13961.159,00000000
1038.16,13913.895,00000000
1038.17,14103.027,00000000
1038.18,14197.667,00000000
1038.19,14150.341,00000000
1038.2,14008.437,00000000
1038.21,13819.402,00000000
1038.22,13913.895,00000000
1038.23,14197.667,00000000
1038.24,14197.667,00000000
1038.25,14150.341,00000000
1038.26,14008.437,00000000
1038.27,14150.341,00000000
1038.28,14245.006,00000000
1038.29,13819.402,00000000
1038.3,14008.437,00000000
1038.31,14103.027,00000000
1038.32,14339.720,00000000
1038.33,14197.667,00000000
1038.34,14103.027,00000000
1038.35,14008.437,00000000
1038.36,14008.437,00000000
1038.37,14197.667,00000000
1038.38,14008.437,00000000
1038.39,14197.667,00000000
1038.4,14150.341,00000000
1038.41,13913.895,00000000
1038.42,14292.356,00000000
1038.43,14103.027,00000000
1038.44,14197.667,00000000
1038.45,14008.437,00000000
1038.46,13819.402,00000000
1038.47,13819.402,00000000
1038.48,13772.175,00000000
1038.49,13819.402,00000000
1038.5,13819.402,00000000
1038.51,14055.726,00000000
1038.52,14055.726,00000000
1038.53,14150.341,00000000
1038.54,14055.726,00000000
1038.55,13772.175,00000000
1038.56,13630.565,00000000
1038.57,13489.066,00000000
1038.58,13819.402,00000000
1038.59,13961.159,00000000
1038.6,13866.643,00000000
1038.61,14055.726,00000000
1038.62,14103.027,00000000
1038.63,13819.402,00000000
1038.64,13819.402,00000000
1038.65,13866.643,00000000
1038.66,13913.895,00000000
1038.67,13866.643,00000000
1038.68,13819.402,00000000
1038.69,13961.159,00000000
1038.7,13913.895,00000000
1038.71,13961.159,00000000
1038.72,13961.159,00000000
1038.73,14055.726,00000000
1038.74,13819.402,00000000
1038.75,14103.027,00000000
1038.76,13961.159,00000000
1038.77,14055.726,00000000
1038.78,13866.643,00000000
1038.79,13772.175,00000000
1038.8,13866.643,00000000
1038.81,14103.027,00000000
1038.82,14008.437,00000000
1038.83,14197.667,00000000
1038.84,13866.643,00000000
1038.85,14150.341,00000000
1038.86,14245.006,00000000
1038.87,14292.356,00000000
1038.88,14150.341,00000000
1038.89,14103.027,00000000
1038.9,14055.726,00000000
1038.91,14008.437,00000000
1038.92,13913.895,00000000
1038.93,14055.726,00000000
1038.94,14197.667,00000000
1038.95,14055.726,00000000
1038.96,14055.726,00000000
1038.97,13819.402,00000000
1038.98,14055.726,00000000
1038.99,14434.482,00000000
1039,14339.720,00000000
1039.01,14245.006,00000000
1039.02,13866.643,00000000
1039.03,14055.726,00000000
1039.04,14055.726,00000000
1039.05,14055.726,00000000
1039.06,13961.159,00000000
1039.07,13819.402,00000000
1039.08,13961.159,00000000
1039.09,14008.437,00000000
1039.1,14245.006,00000000
1039.11,14197.667,00000000
1039.12,14103.027,00000000
1039.13,14245.006,00000000
1039.14,14055.726,00000000
1039.15,13913.895,00000000
1039.16,14197.667,00000000
1039.17,13961.159,00000000
1039.18,14008.437,00000000
1039.19,13819.402,00000000
1039.2,14150.341,00000000
1039.21,14150.341,00000000
1039.22,14339.720,00000000
1039.23,14150.341,00000000
1039.24,14103.027,00000000
1039.25,14008.437,00000000
1039.26,14245.006,00000000
1039.27,14292.356,00000000
1039.28,14197.667,00000000
1039.29,14197.667,00000000
1039.3,14103.027,00000000
1039.31,13961.159,00000000
1039.32,14150.341,00000000
1039.33,14008.437,00000000
1039.34,14055.726,00000000
1039.35,13961.159,00000000
1039.36,14245.006,00000000
1039.37,14387.095,00000000
1039.38,14245.006,00000000
1039.39,14055.726,00000000
1039.4,13961.159,00000000
1039.41,14103.027,00000000
1039.42,14339.720,00000000
1039.43,14150.341,00000000
1039.44,14245.006,00000000
1039.45,14150.341,00000000
1039.46,13961.159,00000000
1039.47,14055.726,00000000
1039.48,14103.027,00000000
1039.49,14292.356,00000000
1039.5,14292.356,00000000
1039.51,14292.356,00000000
1039.52,13961.159,00000000
1039.53,14292.356,00000000
1039.54,14434.482,00000000
1039.55,14103.027,00000000
1039.56,14055.726,00000000
1039.57,14103.027,00000000
1039.58,13913.895,00000000
1039.59,14055.726,00000000
1039.6,14387.095,00000000
1039.61,14008.437,00000000
1039.62,14245.006,00000000
1039.63,14197.667,00000000
1039.64,13961.159,00000000
1039.65,13961.159,00000000
1039.66,14150.341,00000000
1039.67,14245.006,00000000
1039.68,14197.667,00000000
1039.69,14434.482,00000000
1039.7,13961.159,00000000
1039.71,14103.027,00000000
1039.72,14055.726,00000000
1039.73,13819.402,00000000
1039.74,13724.959,00000000
1039.75,14055.726,00000000
1039.76,14008.437,00000000
1039.77,14055.726,00000000
1039.78,14055.726,00000000
1039.79,14245.006,00000000
1039.8,14103.027,00000000
1039.81,14008.437,00000000
1039.82,14150.341,00000000
1039.83,14150.341,00000000
1039.84,14008.437,00000000
1039.85,13913.895,00000000
1039.86,13913.895,00000000
1039.87,14055.726,00000000
1039.88,14103.027,00000000
1039.89,14387.095,00000000
1039.9,14103.027,00000000
1039.91,13913.895,00000000
1039.92,14008.437,00000000
1039.93,14008.437,00000000
1039.94,13961.159,00000000
1039.95,13913.895,00000000
1039.96,14245.006,00000000
1039.97,14197.667,00000000
1039.98,14245.006,00000000
1039.99,14245.006,00000000
1040,13819.402,00000000
1040.01,13866.643,00000000
1040.02,13961.159,00000000
1040.03,13961.159,00000000
1040.04,14150.341,00000000
1040.05,14103.027,00000000
1040.06,14008.437,00000000
1040.07,14008.437,00000000
1040.08,14055.726,00000000
1040.09,14103.027,00000000
1040.1,14387.095,00000000
1040.11,14292.356,00000000
1040.12,14245.006,00000000
1040.13,13866.643,00000000
1040.14,13913.895,00000000
1040.15,14245.006,00000000
1040.16,14103.027,00000000
1040.17,13961.159,00000000
1040.18,13913.895,00000000
1040.19,14103.027,00000000
1040.2,14197.667,00000000
1040.21,14245.006,00000000
1040.22,14292.356,00000000
1040.23,14055.726,00000000
1040.24,14150.341,00000000
1040.25,14008.437,00000000
1040.26,14055.726,00000000
1040.27,14292.356,00000000
1040.28,14150.341,00000000
1040.29,14150.341,00000000
1040.3,14008.437,00000000
1040.31,14197.667,00000000
1040.32,13961.159,00000000
1040.33,13913.895,00000000
1040.34,14103.027,00000000
1040.35,14008.437,00000000
1040.36,14150.341,00000000
1040.37,14008.437,00000000
1040.38,14245.006,00000000
1040.39,14150.341,00000000
1040.4,14055.726,00000000
1040.41,14150.341,00000000
1040.42,14150.341,00000000
1040.43,14008.437,00000000
1040.44,14766.540,00000000
1040.45,16196.464,00000000
1040.46,17492.854,00000000
1040.47,17107.805,00000000
1040.48,16052.974,00000000
1040.49,15289.561,00000000
1040.5,14529.294,00000000
1040.51,14339.720,00000000
1040.52,14103.027,00000000
1040.53,14055.726,00000000
1040.54,14055.726,00000000
1040.55,14292.356,00000000
1040.56,14150.341,00000000
1040.57,14008.437,00000000
1040.58,14150.341,00000000
1040.59,14434.482,00000000
1040.6,14245.006,00000000
1040.61,14150.341,00000000
1040.62,13961.159,00000000
1040.63,14055.726,00000000
1040.64,14103.027,00000000
1040.65,14292.356,00000000
1040.66,14055.726,00000000
1040.67,13913.895,00000000
1040.68,14103.027,00000000
1040.69,14103.027,00000000
1040.7,14339.720,00000000
1040.71,14434.482,00000000
1040.72,14103.027,00000000
1040.73,13866.643,00000000
1040.74,13772.175,00000000
1040.75,14103.027,00000000
1040.76,14292.356,00000000
1040.77,14292.356,00000000
1040.78,14197.667,00000000
1040.79,14245.006,00000000
1040.8,14008.437,00000000
1040.81,14150.341,00000000
1040.82,14197.667,00000000
1040.83,14197.667,00000000
1040.84,14055.726,00000000
1040.85,14103.027,00000000
1040.86,14150.341,00000000
1040.87,14103.027,00000000
1040.88,13913.895,00000000
1040.89,14008.437,00000000
1040.9,14103.027,00000000
1040.91,14103.027,00000000
1040.92,14008.437,00000000
1040.93,14150.341,00000000
1040.94,14150.341,00000000
1040.95,14292.356,00000000
1040.96,14150.341,00000000
1040.97,14055.726,00000000
1040.98,14197.667,00000000
1040.99,14008.437,00000000
1041,14150.341,00000000
1041.01,14197.667,00000000
1041.02,14008.437,00000000
1041.03,14103.027,00000000
1041.04,14339.720,00000000
1041.05,14245.006,00000000
1041.06,14103.027,00000000
1041.07,14150.341,00000000
1041.08,13913.895,00000000
1041.09,13866.643,00000000
1041.1,14008.437,00000000
1041.11,14197.667,00000000
1041.12,14103.027,00000000
1041.13,14197.667,00000000
1041.14,14292.356,00000000
1041.15,14387.095,00000000
1041.16,14197.667,00000000
1041.17,14055.726,00000000
1041.18,14008.437,00000000
1041.19,14103.027,00000000
1041.2,14197.667,00000000
1041.21,14245.006,00000000
1041.22,14103.027,00000000
1041.23,14055.726,00000000
1041.24,14103.027,00000000
1041.25,14055.726,00000000
1041.26,14103.027,00000000
1041.27,14055.726,00000000
1041.28,14103.027,00000000
1041.29,13913.895,00000000
1041.3,14150.341,00000000
1041.31,14292.356,00000000
1041.32,14103.027,00000000
1041.33,14008.437,00000000
1041.34,14008.437,00000000
1041.35,13961.159,00000000
1041.36,14197.667,00000000
1041.37,14387.095,00000000
1041.38,14292.356,00000000
1041.39,14339.720,00000000
1041.4,14150.341,00000000
1041.41,14103.027,00000000
1041.42,14055.726,00000000
1041.43,14008.437,00000000
1041.44,14055.726,00000000
1041.45,14103.027,00000000
1041.46,14197.667,00000000
1041.47,14197.667,00000000
1041.48,13961.159,00000000
1041.49,14150.341,00000000
1041.5,13913.895,00000000
1041.51,14008.437,00000000
1041.52,14150.341,00000000
1041.53,14150.341,00000000
1041.54,13961.159,00000000
1041.55,14008.437,00000000
1041.56,14008.437,00000000
1041.57,14197.667,00000000
1041.58,13866.643,00000000
1041.59,14055.726,00000000
1041.6,14245.006,00000000
1041.61,14245.006,00000000
1041.62,14245.006,00000000
1041.63,14008.437,00000000
1041.64,14103.027,00000000
1041.65,14197.667,00000000
1041.66,14150.341,00000000
1041.67,14245.006,00000000
1041.68,14150.341,00000000
1041.69,14197.667,00000000
1041.7,14245.006,00000000
1041.71,14103.027,00000000
1041.72,14008.437,00000000
1041.73,14197.667,00000000
1041.74,14150.341,00000000
1041.75,13913.895,00000000
1041.76,14103.027,00000000
1041.77,14008.437,00000000
1041.78,14103.027,00000000
1041.79,14150.341,00000000
1041.8,14245.006,00000000
1041.81,14197.667,00000000
1041.82,14103.027,00000000
1041.83,14150.341,00000000
1041.84,14103.027,00000000
1041.85,14292.356,00000000
1041.86,14245.006,00000000
1041.87,13819.402,00000000
1041.88,14150.341,00000000
1041.89,13961.159,00000000
1041.9,14150.341,00000000
1041.91,14103.027,00000000
1041.92,14103.027,00000000
1041.93,14339.720,00000000
1041.94,14339.720,00000000
1041.95,14434.482,00000000
1041.96,13961.159,00000000
1041.97,13819.402,00000000
1041.98,13866.643,00000000
1041.99,13819.402,00000000
1042,14103.027,00000000
1042.01,14197.667,00000000
1042.02,14103.027,00000000
1042.03,14387.095,00000000
1042.04,14245.006,00000000
1042.05,14103.027,00000000
